word,wordvec,word_label
颁发,"[0.019368620589375496, 0.050737712532281876, 0.018984520807862282, -0.04612743854522705, 0.11424587666988373, -0.117787204682827, 0.012464698404073715, -0.03711661696434021, -0.0589492991566658, 0.03116149827837944, -0.01231516432017088, 0.053689584136009216, -0.02108338288962841, 0.1051289364695549, -0.16904380917549133, 0.0032351682893931866, -0.04060369357466698, -0.06548834592103958, -0.09056602418422699, -0.11132821440696716, -0.07362265139818192, 0.13587085902690887, -0.13580144941806793, 0.008523952215909958, -0.02168131433427334, -0.10400234907865524, 0.024179091677069664, -0.13273128867149353, -0.0987761840224266, 0.07564777135848999, 0.04541400074958801, 0.04978560283780098, -0.15751153230667114, 0.05335080996155739, 0.05950038507580757, -0.09238163381814957, -0.09086230397224426, 0.08630577474832535, -0.11681493371725082, 0.03252525255084038, 0.080182284116745, -0.008855965919792652, 0.016049804165959358, -0.004730867221951485, -0.14020989835262299, 0.12201524525880814, -0.08247184008359909, 0.12991808354854584, -0.05954551324248314, 0.1571996510028839, -0.13032397627830505, -0.0622185654938221, -0.006384844426065683, -0.014774651266634464, 0.14874257147312164, -0.05813123285770416, 0.000343904597684741, -0.09137548506259918, 0.00045235056313686073, 0.01619774103164673, -0.03073243610560894, 0.0030985274352133274, 0.0044623566791415215, -0.008650632575154305, -0.06492196768522263, 0.06439478695392609, 0.033543918281793594, 0.0764693170785904, 0.14538893103599548, -0.05562784522771835, -0.034163761883974075, -0.013284455984830856, -0.0015671505825594068, 0.16697050631046295, -0.0955827459692955, 0.04854319244623184, 0.10561239719390869, -0.016995184123516083, 0.08772061765193939, 0.010936131700873375, 0.02140471711754799, -0.041943345218896866, -0.04459570348262787, 0.004002775531262159, 0.09134949743747711, 0.07214042544364929, -0.005672332365065813, 0.07344679534435272, -0.12600447237491608, 0.057181552052497864, 0.06826909631490707, -0.07355829328298569, -0.062184888869524, 0.08335986733436584, 0.014789838343858719, 0.048142027109861374, 0.07616519927978516, 0.05144547298550606, -0.04047137871384621, -0.13402430713176727]",0
暫行,"[-0.014579051174223423, -0.0009583235369063914, 0.012794852256774902, -0.021059047430753708, 0.010663259774446487, -0.02289033867418766, 0.008509068749845028, -0.016920868307352066, -0.0030993991531431675, -0.004490862134844065, 0.024786733090877533, -0.021133597940206528, 0.009310991503298283, -0.016786843538284302, -0.036027438938617706, -0.010879331268370152, -0.0054837786592543125, -0.0047035724855959415, -0.009138519875705242, -0.02014969289302826, 0.005577444098889828, 0.0035496517084538937, -0.006894111167639494, 0.004534433130174875, -0.0026486609131097794, -0.02381245419383049, -0.01148196216672659, -0.009798937477171421, 0.017869384959340096, 0.006132242735475302, -0.0068444604985415936, -0.009114811196923256, -0.00826346967369318, 0.028303315863013268, -0.0068484158255159855, -0.014717011712491512, -0.01859370246529579, 0.010871638543903828, -0.009463326074182987, -0.0031269711907953024, 0.006809521000832319, -0.009147413074970245, -0.035754941403865814, 0.00891500897705555, -0.01371915452182293, 0.013429193757474422, -0.0076534198597073555, 0.0051714275032281876, -0.006576438434422016, 0.010996775701642036, -0.03280918300151825, 0.004062945488840342, -0.016063902527093887, 0.019363239407539368, 0.012721102684736252, -0.0007627449813298881, -0.015821048989892006, -0.0027104311157017946, 0.02312244474887848, -0.0158392321318388, 0.015397520735859871, -0.014330822043120861, -0.0041871704161167145, -0.022102782502770424, -0.0017067680601030588, 0.01660902053117752, 0.01553841307759285, 0.01632617600262165, 0.044809192419052124, -0.006026670802384615, 0.023592764511704445, 0.0031726958695799112, -0.0064592245034873486, 0.012716347351670265, -0.018905658274888992, 0.014458145014941692, 5.565572064369917e-05, 0.021809561178088188, 0.009141195565462112, -0.003548763459548354, -0.0034552670549601316, -0.005684487521648407, 0.005236452911049128, -0.03141969442367554, -0.0029907592106610537, 0.013483346439898014, 0.003998936153948307, 0.017997680231928825, 0.00610352260991931, 0.010366518050432205, 0.010049532167613506, 0.008623717352747917, -0.012082096189260483, 0.022797556594014168, 0.001827932777814567, 0.009845515713095665, 0.017957419157028198, 0.017974259331822395, -0.02172427996993065, -0.013162254355847836]",0
条例,"[0.037225592881441116, 0.1404746174812317, 0.22413082420825958, -0.11080466210842133, -0.02674105018377304, -0.6482760310173035, 0.4274120628833771, -0.2871255874633789, -0.25826624035835266, 0.14964935183525085, 0.20793019235134125, 0.041780926287174225, 0.27448272705078125, 0.33468741178512573, -0.6779294610023499, 0.11007798463106155, 0.1373996138572693, -0.12136935442686081, -0.13696907460689545, -0.6314672827720642, 0.16218224167823792, 0.348882257938385, 0.03257635608315468, 0.05171855539083481, 0.363692045211792, -0.2710055708885193, 0.18197928369045258, -0.43003204464912415, -0.5194721221923828, 0.19612468779087067, -0.16599678993225098, 0.5125188231468201, -0.9474073648452759, 0.1045927181839943, 0.27112194895744324, -0.13104574382305145, -0.5115253329277039, 0.21929167211055756, -0.37795692682266235, 0.1303069293498993, -0.11322268843650818, -0.08336886763572693, -0.07359608262777328, -0.2594762146472931, -0.5165265202522278, 0.1374649852514267, -0.6571789383888245, 0.3209889829158783, -0.11745166033506393, 0.4323936104774475, -0.10705959051847458, -0.20836234092712402, -0.18083930015563965, 0.3382100760936737, 0.2776986062526703, 0.12341172248125076, -0.06607628613710403, -0.47018739581108093, 0.041179001331329346, -0.16251562535762787, 0.15118995308876038, 0.044121433049440384, -0.05711119994521141, -0.11976642161607742, -0.228621706366539, 0.30012282729148865, 0.006683774758130312, 0.165556862950325, 0.818558931350708, -0.31594040989875793, 0.28896597027778625, -0.38308608531951904, 0.19924940168857574, 0.17772969603538513, -0.398082971572876, 0.30051329731941223, -0.008854564279317856, 0.013387144543230534, 0.6007437705993652, -0.09977323561906815, -0.02533940225839615, -0.1556059867143631, -0.027761420235037804, 0.11466388404369354, 0.27613696455955505, -0.13968265056610107, 0.11720377206802368, 0.16987131536006927, -0.4249459505081177, -0.12519961595535278, 0.1792144626379013, -0.16080299019813538, -0.22962221503257751, 0.46869683265686035, 0.1916303038597107, 0.3458293676376343, -0.055543117225170135, 0.28482457995414734, 0.10215965658426285, -0.28098541498184204]",0
明文规定,"[0.0183789674192667, 0.03314010426402092, -0.004906356334686279, -0.0031016303692013025, -0.0059180608950555325, 0.021033920347690582, 0.045685555785894394, -0.04011846333742142, 0.01840226911008358, 0.008565748110413551, 0.03789960965514183, -0.017727771773934364, 0.046832699328660965, 0.009419201873242855, 0.025244412943720818, -0.044839393347501755, -0.03212551027536392, -0.09399072825908661, -0.01950147934257984, -0.06608434021472931, 0.007215325720608234, 0.04147546738386154, -0.020683543756604195, -0.013416487723588943, -0.005156544037163258, -0.06335252523422241, 0.02132987789809704, -0.08551793545484543, 0.01725248619914055, 0.01971440576016903, -0.017821485176682472, -0.01852983608841896, -5.068962855148129e-05, 0.02758130617439747, 0.014214702881872654, -0.003940923139452934, -0.049175288528203964, 0.06937654316425323, 0.029129603877663612, -0.004129159264266491, 0.01964416541159153, 0.060463324189186096, -0.04181886091828346, 0.017268843948841095, 0.03610564023256302, 0.06179225817322731, -0.04845844581723213, -0.004963367246091366, 0.013650055043399334, -0.023480109870433807, 0.0398009717464447, -0.04368884116411209, 0.047496020793914795, -0.006761325057595968, -0.09014440327882767, 0.034903544932603836, 0.014826787635684013, 0.02671649679541588, 0.01626710034906864, -0.05090511590242386, -0.10580042004585266, -0.017272071912884712, 0.03958246484398842, -0.07360947877168655, -0.044086456298828125, -0.022078996524214745, -0.0410492941737175, 0.017198026180267334, 0.05536442995071411, 0.01876458339393139, -0.014679460786283016, 0.02684570662677288, -0.10684052854776382, 0.007304350379854441, 0.033375129103660583, -0.010500425472855568, 0.03511684015393257, 0.04577026516199112, -0.02731979824602604, -0.002688974142074585, 0.054827578365802765, 0.018564118072390556, -0.02127446047961712, 0.0026131237391382456, 0.0084458589553833, 0.03017626702785492, -0.02795153670012951, 0.06500963866710663, 0.02582899108529091, -0.049483515322208405, -0.05871439352631569, 0.03998589143157005, -0.0378309041261673, 0.055253107100725174, 0.01157673541456461, 0.010095755569636822, -0.06861183792352676, 0.020874755457043648, 0.03075847215950489, -0.03367313742637634]",0
经营,"[-0.024122649803757668, 0.2141726016998291, 0.12106793373823166, -0.09235462546348572, 0.2543070912361145, -0.1768110692501068, 0.19492857158184052, -0.20055396854877472, -0.09140410274267197, 0.13921083509922028, 0.05911901220679283, 0.05793752521276474, 0.09061887115240097, 0.4037407636642456, -0.3357361853122711, -0.07438802719116211, -0.18726518750190735, -0.32316136360168457, -0.3019651770591736, -0.4199671149253845, 0.12040946632623672, 0.3351968824863434, -0.2914574444293976, 0.10329299420118332, -0.06222373992204666, -0.3462259769439697, 0.009097117930650711, -0.632038414478302, -0.08657709509134293, 0.16434136033058167, 0.05643259361386299, -0.07491288334131241, -0.47264084219932556, 0.20094424486160278, 0.1376577615737915, -0.26284828782081604, -0.3775900900363922, 0.2846912741661072, -0.21546848118305206, 0.04330037161707878, 0.2185753881931305, 0.24626366794109344, -0.1937013417482376, 0.013151503168046474, -0.1475372165441513, 0.3489682376384735, -0.3731291890144348, 0.24527017772197723, -0.06483133882284164, 0.2813278138637543, -0.19049221277236938, -0.2613578736782074, 0.06633917987346649, 0.008200312964618206, -0.04418140649795532, 0.08369724452495575, 0.05095868930220604, -0.18117383122444153, -0.004901607055217028, -0.37237033247947693, -0.3032134771347046, -0.0991765558719635, 0.10375285148620605, -0.19984781742095947, -0.37764671444892883, 0.127883180975914, -0.06647532433271408, 0.2575283944606781, 0.5548266172409058, -0.15322858095169067, -0.006676136050373316, -0.035179831087589264, -0.22558201849460602, 0.2616930603981018, -0.015997091308236122, 0.1784001588821411, 0.2559882700443268, 0.10678308457136154, 0.20599985122680664, -0.06367821246385574, 0.26810404658317566, -0.23779906332492828, -0.2569265365600586, 0.010246606543660164, 0.20683331787586212, 0.11093533784151077, 0.03881543502211571, 0.3898378610610962, -0.13620233535766602, -0.08279649913311005, -0.041961416602134705, -0.014085859060287476, -0.1161915585398674, 0.37822747230529785, 0.12032303959131241, 0.0593121200799942, -0.05959494039416313, 0.1475105732679367, -0.04141812399029732, -0.37953928112983704]",0
业务,"[0.07329245656728745, 0.21154899895191193, -0.03630879148840904, -0.04837162420153618, 0.04938739910721779, -0.033501654863357544, 0.3098992109298706, -0.20303702354431152, -0.11024028807878494, 0.11758799850940704, 0.035054873675107956, 0.12096835672855377, 0.07640582323074341, 0.20138342678546906, -0.24041222035884857, -0.09554687887430191, -0.11836175620555878, -0.44999778270721436, -0.24298624694347382, -0.6089033484458923, -0.11738613247871399, 0.550462543964386, -0.41469523310661316, 0.16642944514751434, -0.04813339561223984, -0.3182222843170166, 0.09268997609615326, -0.616355299949646, -0.27177485823631287, 0.1707661896944046, -0.08088063448667526, -0.000703274505212903, -0.5619831085205078, 0.24749316275119781, 0.2239730954170227, -0.1457839459180832, -0.27314281463623047, 0.5528151988983154, -0.09977523982524872, 0.11629832535982132, 0.1795380413532257, 0.2967561185359955, -0.051291629672050476, 0.006081908941268921, 0.046586740761995316, 0.49890679121017456, -0.41192135214805603, 0.31393101811408997, 0.018615374341607094, 0.16433556377887726, 0.010386137291789055, -0.42180973291397095, 0.09403117001056671, -0.0653538703918457, -0.23089466989040375, 0.009733854793012142, 0.21620699763298035, -0.0527656190097332, 0.015319657512009144, -0.11946342885494232, -0.43370404839515686, -0.19185416400432587, 0.15796217322349548, -0.27891474962234497, -0.2236132025718689, 0.08064396679401398, -0.06163674592971802, 0.23836074769496918, 0.5165717601776123, -0.08528541028499603, -0.0857192799448967, 0.08555839210748672, -0.47808849811553955, 0.5096640586853027, 0.03825877234339714, -0.02394293248653412, 0.3693470358848572, 0.15480896830558777, 0.08697817474603653, 0.07428528368473053, 0.2284611016511917, -0.08742333203554153, -0.24829033017158508, 0.148417130112648, 0.2616319954395294, 0.3484359085559845, -0.017568212002515793, 0.4744485914707184, -0.32546958327293396, -0.16258911788463593, -0.0780496671795845, -0.09897031635046005, -0.23122036457061768, 0.42881307005882263, 0.08075806498527527, 0.18728511035442352, -0.2809106409549713, 0.16675513982772827, -0.005234756041318178, -0.26354971528053284]",0
快件,"[-0.013891486451029778, 0.015892911702394485, 0.008219555951654911, -0.01635681837797165, 0.03792126104235649, -0.004554317332804203, -0.008270077407360077, -0.010099831037223339, -0.0005992252845317125, 0.0017772717401385307, 0.001115073449909687, -0.009439542889595032, 0.0036766554694622755, 0.01945541799068451, -0.029576700180768967, -0.00708840973675251, -0.018325744196772575, -0.010626059025526047, -0.02294088713824749, -0.017019838094711304, 0.0036030474584549665, 0.0046702660620212555, -0.02979865111410618, 0.005909018684178591, -0.019823487848043442, -0.023664116859436035, -0.012621082365512848, -0.033304259181022644, 0.020811252295970917, 0.010155144147574902, 0.019906705245375633, -0.029299186542630196, -0.01411133911460638, 0.018693849444389343, -0.0023232949897646904, -0.01919376477599144, -0.0172894224524498, 0.008955762721598148, -0.01451880857348442, -0.008423428051173687, 0.02248951978981495, 0.015686089172959328, -0.02084345929324627, 0.015421055257320404, -0.00426730839535594, 0.020605824887752533, -0.01069523673504591, 0.01281043328344822, -0.009686144068837166, 0.023003175854682922, -0.0399044007062912, -0.010013672523200512, 0.00543635431677103, -0.0040114023722708225, 0.010186666622757912, -0.005164186004549265, -0.007084345445036888, -0.010354514233767986, 0.003735343459993601, -0.022494304925203323, -0.01080674584954977, -0.007596585433930159, 0.006018044427037239, -0.004952083341777325, -0.0252023097127676, 0.013622479513287544, 0.003006872721016407, 0.026389995589852333, 0.027655063197016716, -0.004069295711815357, 0.005662389099597931, 0.004415676463395357, -0.013566705398261547, 0.01904113218188286, -0.00218025129288435, 0.01695151813328266, 0.018881017342209816, 0.010897732339799404, 0.004360965918749571, -0.00618306640535593, 0.020068414509296417, -0.022137654945254326, -0.013370816595852375, -0.017091864719986916, -0.0006499907467514277, 0.015153222717344761, 0.0015749594895169139, 0.02353956364095211, 0.0023481480311602354, 0.0010699548292905092, -0.0019389253575354815, -0.002748762257397175, -0.0022752084769308567, 0.025641564279794693, -0.004191247746348381, -0.0009238001075573266, 0.02036016620695591, 0.0041053518652915955, -0.015632370486855507, -0.03216898813843727]",0
约定,"[-0.0035999116953462362, 0.12425380200147629, 0.01578460820019245, -0.012181730940937996, 0.0683005079627037, -0.047534603625535965, 0.10713251680135727, -0.10885230451822281, -0.034757185727357864, 0.05722133442759514, -0.013456866145133972, 0.022936852648854256, 0.052800972014665604, 0.13002726435661316, -0.11925212293863297, -0.023747246712446213, -0.021054355427622795, -0.09454191476106644, -0.10487183928489685, -0.19250744581222534, 0.00880444049835205, 0.17752568423748016, -0.12471815943717957, 0.06441894918680191, 0.00012198810145491734, -0.08495822548866272, -0.03653045371174812, -0.21714650094509125, -0.053540825843811035, 0.04283653572201729, -0.01635909453034401, 0.026308583095669746, -0.2610284388065338, 0.040445126593112946, 0.049084365367889404, -0.09275376051664352, -0.11391665786504745, 0.14241155982017517, -0.06901784241199493, 0.04435727000236511, 0.09013564139604568, 0.1274610012769699, -0.05431076139211655, -0.03231632709503174, -0.05428381636738777, 0.16837869584560394, -0.18493656814098358, 0.14829453825950623, -0.033692438155412674, 0.09677916020154953, -0.009788673371076584, -0.1554524451494217, 0.01291566714644432, 0.015897389501333237, -0.00973768811672926, 0.02483600191771984, 0.020293664187192917, -0.035756826400756836, -0.030189119279384613, -0.0925484150648117, -0.12571081519126892, -0.05714527517557144, 0.06517970561981201, -0.042803630232810974, -0.08798426389694214, 0.05567110329866409, -0.004911542870104313, 0.09576240181922913, 0.21160374581813812, -0.10019389539957047, -0.0006256075575947762, -0.037747565656900406, -0.09061551094055176, 0.1807360202074051, -0.015099325217306614, 0.02805471047759056, 0.11249865591526031, 0.008996729739010334, 0.09407739341259003, 0.04136680066585541, 0.12291765213012695, -0.09631472080945969, -0.12763263285160065, 0.06963537633419037, 0.06736265122890472, 0.08974123001098633, 0.04849570617079735, 0.14900310337543488, -0.1448209136724472, -0.08716356754302979, 0.0004902025102637708, -0.05268814414739609, -0.07649224996566772, 0.16987106204032898, 0.027566885575652122, 0.034640487283468246, -0.059708770364522934, 0.08196742832660675, -0.022118154913187027, -0.14064598083496094]",0
地址,"[-0.01222505047917366, 0.00772137101739645, 0.007733038626611233, 0.006429423578083515, 0.0040594423189759254, 0.04659600555896759, -0.0005251752445474267, -0.002017594873905182, 0.025152048096060753, 0.010558086447417736, 0.023753471672534943, -0.006452175788581371, -0.01099924836307764, -0.005334561690688133, 0.020418081432580948, -0.03928551450371742, -0.03591293469071388, -0.022034902125597, -0.021072739735245705, 0.033656686544418335, 0.025970621034502983, 0.019576087594032288, -0.047728173434734344, -0.014120726846158504, -0.025010136887431145, -0.029684526845812798, -0.01988467574119568, -0.0210682712495327, 0.05560007691383362, -0.01954840123653412, 0.017593614757061005, -0.08029057085514069, 0.025547729805111885, 0.010184445418417454, -0.016408225521445274, -0.026479622349143028, -0.033816147595644, 0.020330281928181648, 0.013439047150313854, -0.02785119228065014, 0.013178211636841297, 0.04516628757119179, -0.03327663242816925, 0.039937932044267654, 0.04144681617617607, 0.036147184669971466, 0.013595398515462875, -0.009991353377699852, 0.004767572972923517, -0.017549367621541023, -0.016372516751289368, 0.0013506697723641992, 0.02057972550392151, -0.032651111483573914, -0.07716415822505951, -0.005582371726632118, -0.004458573181182146, 0.009681004099547863, 0.014112426899373531, -0.040675919502973557, -0.03344779089093208, -0.031126398593187332, 0.021632954478263855, -0.0261947363615036, -0.019077299162745476, -0.006167829502373934, -0.012698517180979252, 0.010728281922638416, 0.01580456644296646, 0.021426640450954437, -0.0169982947409153, 0.029286032542586327, -0.05956503376364708, 0.0035525336861610413, 0.015810972079634666, -0.00939148012548685, -0.005537450313568115, 0.0047910986468195915, -0.039407432079315186, 0.0013677963288500905, 0.03467806801199913, -0.009937363676726818, -0.015332702547311783, -0.016159113496541977, -0.031118277460336685, 0.022745981812477112, 0.0017423119861632586, 0.03234139084815979, 0.04313226789236069, -0.01131865382194519, -0.031342290341854095, 0.02737494930624962, -0.005292408633977175, -0.022355206310749054, 0.01506190188229084, -0.013358604162931442, -0.007183952257037163, -0.02261923812329769, -0.01734890043735504, -0.017425427213311195]",0
欺行霸市,"[0.007197646424174309, 0.016935179010033607, -0.010185141116380692, -0.008529553189873695, 0.027800356969237328, 0.0028612283058464527, -0.005452041979879141, 9.736645733937621e-05, -0.008372368291020393, 0.004485281649976969, -0.005367024801671505, 0.00942425150424242, -0.014030393213033676, 0.007480958942323923, -0.026189317926764488, -0.006512836087495089, -0.022243479266762733, -0.040082741528749466, -0.038697753101587296, -0.027592064812779427, -0.025306032970547676, 0.048009857535362244, -0.07349584251642227, 0.007463542278856039, -0.02461453154683113, -0.03340761736035347, 0.003218506695702672, -0.04143677279353142, -0.005168171599507332, 0.01901385746896267, 0.017580552026629448, -0.018912699073553085, -0.016885392367839813, 0.024160806089639664, 0.009571205824613571, -0.027992650866508484, -0.015925807878375053, 0.039307571947574615, -0.01462505292147398, -0.0011036427458748221, 0.03278503194451332, 0.009936434216797352, 0.00013420240429695696, 0.011791103519499302, -0.008404258638620377, 0.04266967624425888, -0.00807922799140215, 0.03258172795176506, -0.005015125032514334, 0.027576494961977005, -0.04004470631480217, -0.02869492582976818, 0.006511217448860407, -0.02864016778767109, 0.016842205077409744, -0.015515880659222603, 0.01738293096423149, -0.015486840158700943, 0.0029206511098891497, 0.01777009107172489, -0.027202840894460678, -0.019108254462480545, 0.013621713034808636, -0.002754117827862501, -0.014276744797825813, 0.008855575695633888, 0.011298822239041328, 0.032080698758363724, 0.020536189898848534, 0.00015023375453893095, -0.02711993269622326, 0.01973583921790123, -0.029079286381602287, 0.05652499198913574, -0.015098375268280506, -0.0058995517902076244, 0.046287618577480316, -0.00016920710913836956, -0.004456896334886551, 0.010805240832269192, 0.011086461134254932, -0.011304565705358982, -0.02039247751235962, -0.009035014547407627, 0.020626328885555267, 0.05028547719120979, -0.019662363454699516, 0.03503595292568207, -0.02603992074728012, 0.017498303204774857, 0.014653785154223442, -0.013677312061190605, -0.008982716128230095, 0.012594558298587799, -0.009831555187702179, 0.02423924393951893, 0.01112530380487442, 0.007461159955710173, -0.028678342700004578, -0.03627346456050873]",0
串通一气,"[-0.0066696698777377605, 0.0058315955102443695, -0.020856592804193497, -0.023659035563468933, 0.03665582463145256, -0.0031079237814992666, 0.0009089385275729001, -0.011408766731619835, -0.009301111102104187, -0.005763424094766378, 0.0023214451503008604, 0.00115561718121171, -0.01115239504724741, 0.0009984496282413602, -0.030960476025938988, -0.012236380018293858, -0.023789137601852417, -0.03223544359207153, -0.029957259073853493, -0.04622168093919754, -0.036239176988601685, 0.0436655730009079, -0.0658387690782547, 0.015588955953717232, -0.03151116520166397, -0.04595736414194107, 0.0010441928170621395, -0.03485279530286789, 0.0001039890485117212, 0.02727621980011463, 0.0114600183442235, -0.027221804484725, -0.012005243450403214, 0.04678671061992645, -0.0007500108331441879, -0.022395547479391098, -0.01448433380573988, 0.04250626638531685, -0.023420987650752068, 0.001073817373253405, 0.03199515491724014, 0.012145208194851875, -0.018542945384979248, 0.018304629251360893, 0.01078673917800188, 0.05212338641285896, -0.00518248975276947, 0.021975472569465637, -0.014196893200278282, 0.017235293984413147, -0.04960355907678604, -0.02233089692890644, 0.003101346315816045, -0.019714495167136192, 0.0061255283653736115, -0.024370210245251656, 0.0031421445310115814, 0.004275309853255749, 0.01104060560464859, 0.006823678035289049, -0.023969998583197594, -0.02735644392669201, 0.007726374547928572, -0.027196422219276428, -0.007989532314240932, 0.010080471634864807, 0.011557584628462791, 0.03368307650089264, 0.03438960760831833, 0.0012222275836393237, -0.004320729058235884, 0.028342604637145996, -0.04011355713009834, 0.06888002157211304, -0.009816611185669899, -0.010768217034637928, 0.04883769527077675, 0.017881199717521667, -0.013660721480846405, 0.006721721030771732, 0.013893155381083488, -0.002057827077805996, -0.0115986792370677, -0.028862357139587402, 0.01963687129318714, 0.05570687726140022, -0.0009600816410966218, 0.0430472195148468, -0.023874133825302124, 0.018482480198144913, 0.006016035098582506, -0.0057313465513288975, -0.020110441371798515, 0.04132896661758423, -0.01115006860345602, 0.012886540032923222, 0.017038291320204735, 0.017630569636821747, -0.02895391546189785, -0.0184357650578022]",0
包括,"[0.033940766006708145, 0.22214189171791077, -0.02775072120130062, -0.100890152156353, 0.21258008480072021, -0.1569928675889969, 0.1922284960746765, -0.17861336469650269, -0.13763321936130524, 0.11691546440124512, -0.08654482662677765, 0.1209513247013092, 0.00399385392665863, 0.26496320962905884, -0.3127889037132263, 0.001748914597555995, -0.05396856367588043, -0.21846038103103638, -0.26427674293518066, -0.40879032015800476, -0.1020888164639473, 0.41937199234962463, -0.3752416968345642, 0.1254245787858963, -0.11357983201742172, -0.22175763547420502, -0.04010721296072006, -0.4362117648124695, -0.25951042771339417, 0.22451680898666382, -0.029282070696353912, 0.09203649312257767, -0.6208111643791199, 0.15080274641513824, 0.12288596481084824, -0.21794241666793823, -0.22020146250724792, 0.3833146095275879, -0.2774587869644165, 0.1594851166009903, 0.24928930401802063, 0.2505083382129669, -0.10897965729236603, -0.06670717149972916, -0.1607750505208969, 0.4269210398197174, -0.36883559823036194, 0.37471437454223633, -0.12422338128089905, 0.3169648349285126, -0.14865434169769287, -0.2485000640153885, 0.018062354996800423, 0.07835865765810013, 0.0980534553527832, -0.060771919786930084, 0.07141930609941483, -0.06463100761175156, -0.008301571011543274, -0.0810599997639656, -0.20019902288913727, -0.13936853408813477, 0.054287321865558624, -0.10320154577493668, -0.1731736958026886, 0.19468536972999573, -0.008395243436098099, 0.20909813046455383, 0.4776041507720947, -0.21714262664318085, -0.0634794756770134, -0.011220470070838928, -0.21027177572250366, 0.521325945854187, -0.11312657594680786, 0.007119177840650082, 0.2894096374511719, -0.012181474827229977, 0.18824060261249542, 0.0935995876789093, 0.15193822979927063, -0.12949363887310028, -0.19133329391479492, 0.09089077264070511, 0.13914574682712555, 0.2501733899116516, 0.12246149778366089, 0.30178114771842957, -0.3718835711479187, -0.06821414828300476, 0.04441501200199127, -0.16804662346839905, -0.20720262825489044, 0.38075849413871765, 0.08437211066484451, 0.027872228994965553, -0.033358778804540634, 0.19139227271080017, -0.09144066274166107, -0.3421698808670044]",0
收件人,"[-0.01598530448973179, 0.012772596441209316, 0.014208128675818443, -0.014590962789952755, 0.04419008269906044, -0.015210846439003944, -0.002858059946447611, -0.011336402967572212, 0.00032934790942817926, 0.0108015863224864, 0.017570462077856064, -0.016172802075743675, -0.00982154905796051, 0.009734222665429115, -0.03214452043175697, -0.010343793779611588, -0.024254893884062767, -0.013585155829787254, -0.019338300451636314, -0.006451700814068317, -0.019259396940469742, 0.02056771144270897, -0.030910905450582504, -0.0062296693213284016, -0.026156829670071602, -0.03464179113507271, -0.014125486835837364, -0.017954915761947632, 0.017966194078326225, 0.008336018770933151, 0.003163587301969528, -0.02557293139398098, -0.003677721368148923, 0.027396054938435555, -0.007021959405392408, -0.03548303246498108, -0.029766259714961052, 0.01597217470407486, -0.019712703302502632, -0.007681491784751415, 0.02673696167767048, 0.006803421303629875, -0.020167149603366852, 0.010019013658165932, -0.02067585662007332, 0.035600438714027405, -0.005399477668106556, 0.021236030384898186, -0.019786696881055832, 0.023027652874588966, -0.0444018729031086, 0.0018807759042829275, -0.008721251972019672, -0.003637628862634301, 0.02241651341319084, -0.01587526500225067, -0.009585818275809288, 7.367398939095438e-05, 0.013154794462025166, -0.012859531678259373, -0.01596047542989254, -0.009617526084184647, 0.00730891665443778, -0.01990620791912079, -0.014749934896826744, 0.014237634837627411, 0.011102503165602684, 0.0199257954955101, 0.038878072053194046, -0.0022206385619938374, 0.002310161478817463, 0.015607324428856373, -0.01825067400932312, 0.029042359441518784, -0.019097374752163887, 0.013474148698151112, 0.017248161137104034, 0.010958419181406498, -0.002874349942430854, 0.009147957898676395, 0.01066658366471529, -0.0029338740278035402, -0.009695908054709435, -0.02299242652952671, 0.004216713365167379, 0.022738421335816383, 0.005418302025645971, 0.018030067905783653, 0.00021747902792412788, 0.023277755826711655, 0.0065480805933475494, 0.0006807839963585138, -0.023164832964539528, 0.017049040645360947, 0.002332385629415512, -0.004699504468590021, 0.024243585765361786, 0.011020930483937263, -0.022279290482401848, -0.028059842064976692]",0
